"","ensembl_gene_id","hgnc_symbol","entrezgene"
"23865","ENSG00000268636","",NA
"23866","ENSG00000268652","",NA
"23867","ENSG00000268655","",101059948
"23868","ENSG00000268669","",NA
"23869","ENSG00000268677","",NA
"23870","ENSG00000268681","COX6CP7",NA
"23871","ENSG00000268686","",101928295
"23872","ENSG00000268739","",NA
"23873","ENSG00000268746","",NA
"23874","ENSG00000268810","",NA
"23875","ENSG00000268849","SIGLEC22P",NA
"23876","ENSG00000268854","",NA
"23877","ENSG00000268879","IGFL1P1",NA
"23878","ENSG00000268906","",NA
"23879","ENSG00000269009","SLC6A21P",NA
"23880","ENSG00000269014","",NA
"23881","ENSG00000269072","",101928517
"23882","ENSG00000269091","",NA
"23883","ENSG00000269124","",NA
"23884","ENSG00000269148","",NA
"23885","ENSG00000269151","",NA
"23886","ENSG00000269177","",NA
"23887","ENSG00000269179","",NA
"23888","ENSG00000269194","",NA
"23889","ENSG00000269253","SIGLEC21P",NA
"23890","ENSG00000269292","",NA
"23891","ENSG00000269321","",NA
"23892","ENSG00000269352","PTOV1-AS2",NA
"23893","ENSG00000269374","",NA
"23894","ENSG00000269392","",NA
"23895","ENSG00000269404","SPIB",6689
"23896","ENSG00000269420","PLA2G4C-AS1",106144526
"23897","ENSG00000269469","",NA
"23898","ENSG00000269487","",NA
"23899","ENSG00000269495","",NA
"23900","ENSG00000269534","",NA
"23901","ENSG00000269540","",NA
"23902","ENSG00000269565","GPR32P1",NA
"23903","ENSG00000269576","HNRNPMP2",NA
"23904","ENSG00000269583","",NA
"23905","ENSG00000269637","RPL12P41",NA
"23906","ENSG00000269656","NOP53-AS1",106144593
"23907","ENSG00000269681","",NA
"23908","ENSG00000269706","",NA
"23909","ENSG00000269729","",NA
"23910","ENSG00000269741","",NA
"23911","ENSG00000269745","",NA
"23912","ENSG00000269806","BICRA-AS1",NA
"23913","ENSG00000269814","",NA
"23914","ENSG00000270679","",NA
"23915","ENSG00000271150","",NA
"23916","ENSG00000272396","",NA
"23917","ENSG00000273189","",NA
"23918","ENSG00000273777","CEACAM20",125931
"23919","ENSG00000275719","",NA
"23920","ENSG00000275726","MIR6088",102464836
"23921","ENSG00000275862","",NA
"23922","ENSG00000276002","",NA
"23923","ENSG00000276588","RN7SL322P",NA
"23924","ENSG00000276729","",NA
"23925","ENSG00000277383","",NA
"23926","ENSG00000277531","PNMA8C",NA
"23927","ENSG00000277748","",NA
"23928","ENSG00000278318","ZNF229",7772
"23929","ENSG00000278797","",NA
"23930","ENSG00000278917","",NA
"23931","ENSG00000278999","",NA
"23932","ENSG00000279095","",NA
"23933","ENSG00000279103","",NA
"23934","ENSG00000279161","",NA
"23935","ENSG00000279407","",NA
"23936","ENSG00000279539","",NA
"23937","ENSG00000279676","",NA
"23938","ENSG00000279861","",NA
"23939","ENSG00000279948","",NA
"23940","ENSG00000280087","",NA
"23941","ENSG00000280353","",NA
"23942","ENSG00000282943","",NA
"23943","ENSG00000283251","",NA
"23944","ENSG00000283525","",NA
"23945","ENSG00000283632","EXOC3L2",90332
"23946","ENSG00000283663","",NA
"23947","ENSG00000284114","MIR6800",102465480
"23948","ENSG00000284394","MIR4750",100616314
"23949","ENSG00000284411","MIR3191",100422832
"23950","ENSG00000284544","MIR330",442902
"23951","ENSG00000284711","",NA
"23952","ENSG00000018869","ZNF582",147948
"23953","ENSG00000032389","EIPR1",7260
"23954","ENSG00000035115","SH3YL1",26751
"23955","ENSG00000063241","ISOC2",79763
"23956","ENSG00000063244","U2AF2",11338
"23957","ENSG00000063245","EPN1",29924
"23958","ENSG00000080031","PTPRH",5794
"23959","ENSG00000083807","SLC27A5",10998
"23960","ENSG00000083812","ZNF324",25799
"23961","ENSG00000083814","ZNF671",79891
"23962","ENSG00000083817","ZNF416",55659
"23963","ENSG00000083828","ZNF586",54807
"23964","ENSG00000083838","ZNF446",55663
"23965","ENSG00000083844","ZNF264",9422
"23966","ENSG00000083845","RPS5",6193
"23967","ENSG00000090971","NAT14",57106
"23968","ENSG00000095752","IL11",3589
"23969","ENSG00000099326","MZF1",7593
"23970","ENSG00000104970","KIR3DX1",NA
"23971","ENSG00000105048","TNNT1",7138
"23972","ENSG00000105063","PPP6R1",22870
"23973","ENSG00000105136","ZNF419",79744
"23974","ENSG00000105146","AURKC",6795
"23975","ENSG00000105366","SIGLEC8",27181
"23976","ENSG00000105370","LIM2",3982
"23977","ENSG00000105374","NKG7",4818
"23978","ENSG00000105379","ETFB",2109
"23979","ENSG00000105492","SIGLEC6",946
"23980","ENSG00000105497","ZNF175",7728
"23981","ENSG00000105501","SIGLEC5",8778
"23982","ENSG00000105509","HAS1",3036
"23983","ENSG00000105568","PPP2R1A",5518
"23984","ENSG00000105605","CACNG7",59284
"23985","ENSG00000105618","PRPF31",26121
"23986","ENSG00000105619","TFPT",29844
"23987","ENSG00000108106","UBE2S",27338
"23988","ENSG00000108107","RPL28",6158
"23989","ENSG00000115705","TPO",7173
"23990","ENSG00000118004","COLEC11",78989
"23991","ENSG00000119574","ZBTB45",84878
"23992","ENSG00000121406","ZNF549",256051
"23993","ENSG00000121410","A1BG",1
"23994","ENSG00000121413","ZSCAN18",65982
"23995","ENSG00000121417","ZNF211",10520
"23996","ENSG00000123870","ZNF137P",NA
"23997","ENSG00000125503","PPP1R12C",54776
"23998","ENSG00000126583","PRKCG",5582
"23999","ENSG00000127903","ZNF835",90485
"24000","ENSG00000129990","SYT5",6861
"24001","ENSG00000129991","TNNI3",7137
"24002","ENSG00000130433","CACNG6",59285
"24003","ENSG00000130508","PXDN",7837
"24004","ENSG00000130724","CHMP2A",27243
"24005","ENSG00000130725","UBE2M",9040
"24006","ENSG00000130726","TRIM28",10155
"24007","ENSG00000130844","ZNF331",55422
"24008","ENSG00000131037","EPS8L1",54869
"24009","ENSG00000131845","ZNF304",57343
"24010","ENSG00000131848","ZSCAN5A",79149
"24011","ENSG00000131849","ZNF132",7691
"24012","ENSG00000131864","USP29",57663
"24013","ENSG00000133247","KMT5C",84787
"24014","ENSG00000133265","HSPBP1",23640
"24015","ENSG00000141946","ZIM3",114026
"24016","ENSG00000142396","ERVK3-1",NA
"24017","ENSG00000142405","NLRP12",91662
"24018","ENSG00000142408","CACNG8",59283
"24019","ENSG00000142409","ZNF787",126208
"24020","ENSG00000142512","SIGLEC10",89790
"24021","ENSG00000142549","IGLON5",402665
"24022","ENSG00000142556","ZNF614",80110
"24023","ENSG00000143727","ACP1",52
"24024","ENSG00000151353","TMEM18",129787
"24025","ENSG00000151360","ALLC",55821
"24026","ENSG00000152433","ZNF547",284306
"24027","ENSG00000152439","ZNF773",374928
"24028","ENSG00000152443","ZNF776",284309
"24029","ENSG00000152454","ZNF256",10172
"24030","ENSG00000152467","ZSCAN1",284312
"24031","ENSG00000152475","ZNF837",116412
"24032","ENSG00000160318","CLDND2",125875
"24033","ENSG00000160336","ZNF761",388561
"24034","ENSG00000160336","ZNF761",110116772
"24035","ENSG00000160469","BRSK1",84446
"24036","ENSG00000160471","COX6B2",125965
"24037","ENSG00000160472","TMEM190",147744
"24038","ENSG00000160505","NLRP4",147945
"24039","ENSG00000161551","ZNF577",84765
"24040","ENSG00000163098","BIRC8",112401
"24041","ENSG00000166704","ZNF606",80095
"24042","ENSG00000166770","ZNF667-AS1",NA
"24043","ENSG00000167554","ZNF610",162963
"24044","ENSG00000167555","ZNF528",84436
"24045","ENSG00000167562","ZNF701",55762
"24046","ENSG00000167646","DNAAF3",352909
"24047","ENSG00000167685","ZNF444",55311
"24048","ENSG00000167766","ZNF83",55769
"24049","ENSG00000170906","NDUFA3",4696
"24050","ENSG00000170909","OSCAR",126014
"24051","ENSG00000170949","ZNF160",90338
"24052","ENSG00000170954","ZNF415",55786
"24053","ENSG00000171049","FPR2",2358
"24054","ENSG00000171051","FPR1",2357
"24055","ENSG00000171425","ZNF581",51545
"24056","ENSG00000171443","ZNF524",147807
"24057","ENSG00000171487","NLRP5",126206
"24058","ENSG00000171574","ZNF584",201514
"24059","ENSG00000171606","ZNF274",10782
"24060","ENSG00000171649","ZIK1",284307
"24061","ENSG00000171853","TRAPPC12",51112
"24062","ENSG00000171863","RPS7",6201
"24063","ENSG00000171865","RNASEH1",246243
"24064","ENSG00000172554","SNTG2",54221
"24065","ENSG00000173480","ZNF417",147687
"24066","ENSG00000173572","NLRP13",126204
"24067","ENSG00000173581","CCDC106",29903
"24068","ENSG00000174586","ZNF497",162968
"24069","ENSG00000174677","VN1R6P",NA
"24070","ENSG00000176024","ZNF613",79898
"24071","ENSG00000176293","ZNF135",7694
"24072","ENSG00000176593","",100128398
"24073","ENSG00000177025","C19orf18",147685
"24074","ENSG00000178201","VN1R1",57191
"24075","ENSG00000178229","ZNF543",125919
"24076","ENSG00000178935","ZNF552",79818
"24077","ENSG00000179709","NLRP8",126205
"24078","ENSG00000179820","MYADM",91663
"24079","ENSG00000179873","NLRP11",204801
"24080","ENSG00000179909","ZNF154",7710
"24081","ENSG00000179922","ZNF784",147808
"24082","ENSG00000179943","FIZ1",84922
"24083","ENSG00000179954","SSC5D",284297
"24084","ENSG00000180043","FAM71E2",284418
"24085","ENSG00000180061","TMEM150B",284417
"24086","ENSG00000180089","TMEM86B",255043
"24087","ENSG00000180257","ZNF816",125893
"24088","ENSG00000180532","ZSCAN4",201516
"24089","ENSG00000181894","ZNF329",79673
"24090","ENSG00000182310","SPACA6",147650
"24091","ENSG00000182318","ZSCAN22",342945
"24092","ENSG00000182551","ADI1",55256
"24093","ENSG00000182986","ZNF320",162967
"24094","ENSG00000183647","ZNF530",348327
"24095","ENSG00000184731","FAM110C",642273
"24096","ENSG00000185792","NLRP9",338321
"24097","ENSG00000186230","ZNF749",388567
"24098","ENSG00000186272","ZNF17",7565
"24099","ENSG00000186487","MYT1L",23040
"24100","ENSG00000186806","VSIG10L",147645
"24101","ENSG00000187474","FPR3",2359
"24102","ENSG00000187550","SBK2",646643
"24103","ENSG00000187902","SHISA7",729956
"24104","ENSG00000188765","TMSB4XP2",NA
"24105","ENSG00000188785","ZNF548",147694
"24106","ENSG00000189190","ZNF600",162966
"24107","ENSG00000189292","ALKAL2",285016
"24108","ENSG00000189348","FAM90A27P",646508
"24109","ENSG00000196131","VN1R2",317701
"24110","ENSG00000196214","ZNF766",90321
"24111","ENSG00000196263","ZNF471",57573
"24112","ENSG00000196267","ZNF836",162962
"24113","ENSG00000196417","ZNF765",91661
"24114","ENSG00000196724","ZNF418",147686
"24115","ENSG00000196867","ZFP28",140612
"24116","ENSG00000197016","ZNF470",388566
"24117","ENSG00000197128","ZNF772",400720
"24118","ENSG00000197213","ZSCAN5B",342933
"24119","ENSG00000197483","ZNF628",89887
"24120","ENSG00000197487","GALP",85569
"24121","ENSG00000197497","ZNF665",79788
"24122","ENSG00000197608","ZNF841",284371
"24123","ENSG00000197619","ZNF615",284370
"24124","ENSG00000197714","ZNF460",10794
"24125","ENSG00000197928","ZNF677",342926
"24126","ENSG00000197937","ZNF347",84671
"24127","ENSG00000197951","ZNF71",58491
"24128","ENSG00000198046","ZNF667",63934
"24129","ENSG00000198093","ZNF649",65251
"24130","ENSG00000198131","ZNF544",27300
"24131","ENSG00000198300","PEG3",5178
"24132","ENSG00000198346","ZNF813",126017
"24133","ENSG00000198440","ZNF583",147949
"24134","ENSG00000198464","ZNF480",147657
"24135","ENSG00000198466","ZNF587",84914
"24136","ENSG00000198482","ZNF808",388558
"24137","ENSG00000198538","ZNF28",7576
"24138","ENSG00000198633","ZNF534",147658
"24139","ENSG00000198972","MIRLET7E",406887
"24140","ENSG00000199095","MIR372",442917
"24141","ENSG00000200393","RNU6-698P",NA
"24142","ENSG00000203326","ZNF525",170958
"24143","ENSG00000203635","",NA
"24144","ENSG00000204514","ZNF814",730051
"24145","ENSG00000204519","ZNF551",90233
"24146","ENSG00000204524","ZNF805",390980
"24147","ENSG00000204532","ZSCAN5C",NA
"24148","ENSG00000204595","DPRX",503834
"24149","ENSG00000204604","ZNF468",90333
"24150","ENSG00000204611","ZNF616",90317
"24151","ENSG00000207549","MIR521-2",574481
"24152","ENSG00000207620","MIR516A2",574499
"24153","ENSG00000207629","MIR526A1",574475
"24154","ENSG00000207634","MIR521-1",574494
"24155","ENSG00000207706","MIR518F",574472
"24156","ENSG00000207711","MIR525",574470
"24157","ENSG00000207722","MIR520B",574473
"24158","ENSG00000207734","MIR517A",574479
"24159","ENSG00000207735","MIR520D",574482
"24160","ENSG00000207799","MIR520G",574484
"24161","ENSG00000207803","MIR518A1",574488
"24162","ENSG00000207825","MIR519B",574469
"24163","ENSG00000207862","MIR518B",574474
"24164","ENSG00000207869","MIR498",574460
"24165","ENSG00000207981","MIR519D",574480
"24166","ENSG00000207992","MIR519A1",574496
"24167","ENSG00000208008","MIR125A",406910
"24168","ENSG00000213013","RPS15AP36",NA
"24169","ENSG00000213014","VN2R17P",NA
"24170","ENSG00000213015","ZNF580",51157
"24171","ENSG00000213020","ZNF611",81856
"24172","ENSG00000213753","CENPBD1P1",65996
"24173","ENSG00000213762","ZNF134",7693
"24174","ENSG00000213777","",NA
"24175","ENSG00000213793","ZNF888",388559
"24176","ENSG00000213799","ZNF845",91664
"24177","ENSG00000213801","ZNF321P",399669
"24178","ENSG00000213822","CEACAM18",NA
"24179","ENSG00000214866","DCDC2C",728597
"24180","ENSG00000218891","ZNF579",163033
"24181","ENSG00000221421","MIR1283-1",100302265
"24182","ENSG00000221874","ZNF816-ZNF321P",100529240
"24183","ENSG00000221923","ZNF880",400713
"24184","ENSG00000222524","RN7SKP109",NA
"24185","ENSG00000223060","",NA
"24186","ENSG00000223638","RFPL4A",342931
"24187","ENSG00000223985","LINC01874",727944
"24188","ENSG00000224128","LINC01248",NA
"24189","ENSG00000224661","",NA
"24190","ENSG00000224885","EIPR1-IT1",NA
"24191","ENSG00000225619","MYT1L-AS1",730811
"24192","ENSG00000225942","LINC01875",101927362
"24193","ENSG00000226277","",NA
"24194","ENSG00000226649","",NA
"24195","ENSG00000227061","",NA
"24196","ENSG00000227364","",NA
"24197","ENSG00000227713","",NA
"24198","ENSG00000228323","",NA
"24199","ENSG00000228391","",101927534
"24200","ENSG00000228567","VN1R4",317703
"24201","ENSG00000228585","",NA
"24202","ENSG00000228613","",NA
"24203","ENSG00000228643","",NA
"24204","ENSG00000228799","LINC01939",101060385
"24205","ENSG00000229000","SEPT7P8",NA
"24206","ENSG00000229292","RFPL4AL1",729974
"24207","ENSG00000229550","",NA
"24208","ENSG00000231274","SBK3",100130827
"24209","ENSG00000231482","",NA
"24210","ENSG00000231532","LINC01249",727982
"24211","ENSG00000231821","NPM1P48",NA
"24212","ENSG00000232057","",NA
"24213","ENSG00000232098","",NA
"24214","ENSG00000232220","",NA
"24215","ENSG00000232324","",NA
"24216","ENSG00000232718","GAPDHP48",NA
"24217","ENSG00000232835","",NA
"24218","ENSG00000233296","",105373354
"24219","ENSG00000233493","TMEM238",388564
"24220","ENSG00000233553","",NA
"24221","ENSG00000233633","",NA
"24222","ENSG00000233684","LINC01865",NA
"24223","ENSG00000233970","",NA
"24224","ENSG00000234171","RNASEH1-AS1",100506054
"24225","ENSG00000234423","LINC01250",101927554
"24226","ENSG00000234796","",NA
"24227","ENSG00000234929","",NA
"24228","ENSG00000235078","",NA
"24229","ENSG00000235403","",NA
"24230","ENSG00000235688","",NA
"24231","ENSG00000235779","",NA
"24232","ENSG00000235974","VN2R19P",NA
"24233","ENSG00000236665","",NA
"24234","ENSG00000236760","",NA
"24235","ENSG00000236856","",NA
"24236","ENSG00000237017","",NA
"24237","ENSG00000237370","",NA
"24238","ENSG00000237401","LINC01304",100505964
"24239","ENSG00000237589","HMGN1P32",NA
"24240","ENSG00000237667","LINC01115",339822
"24241","ENSG00000237720","",NA
"24242","ENSG00000238150","",NA
"24243","ENSG00000239912","RPL39P36",NA
"24244","ENSG00000240225","ZNF542P",147947
"24245","ENSG00000241015","TPM3P9",147804
"24246","ENSG00000241069","",NA
"24247","ENSG00000241434","",NA
"24248","ENSG00000242255","RPL39P34",NA
"24249","ENSG00000242282","",NA
"24250","ENSG00000242411","",NA
"24251","ENSG00000242668","RN7SL317P",NA
"24252","ENSG00000242779","ZNF702P",79986
"24253","ENSG00000243234","",NA
"24254","ENSG00000243469","RPL7P51",NA
"24255","ENSG00000243680","RPL37P23",NA
"24256","ENSG00000244071","RPL9P33",NA
"24257","ENSG00000248385","TARM1",441864
"24258","ENSG00000249435","",NA
"24259","ENSG00000249471","ZNF324B",388569
"24260","ENSG00000250731","TPM3P6",NA
"24261","ENSG00000251369","ZNF550",162972
"24262","ENSG00000251843","RNU6-803P",NA
"24263","ENSG00000252211","RNA5SP473",NA
"24264","ENSG00000254415","SIGLEC14",100049587
"24265","ENSG00000254521","SIGLEC12",89858
"24266","ENSG00000254760","",NA
"24267","ENSG00000255238","RFPL4AP1",NA
"24268","ENSG00000255441","",NA
"24269","ENSG00000255767","",NA
"24270","ENSG00000255875","",NA
"24271","ENSG00000256060","TRAPPC2B",10597
"24272","ENSG00000256087","ZNF432",9668
"24273","ENSG00000256683","ZNF350",59348
"24274","ENSG00000258405","ZNF578",147660
"24275","ENSG00000258873","DUXA",503835
"24276","ENSG00000260160","",NA
"24277","ENSG00000261221","ZNF865",100507290
"24278","ENSG00000262874","C19orf84",147646
"24279","ENSG00000264910","RN7SL525P",NA
"24280","ENSG00000265272","RN7SL693P",NA
"24281","ENSG00000266640","MIR4754",100616168
"24282","ENSG00000266907","",NA
"24283","ENSG00000266932","",NA
"24284","ENSG00000267096","",NA
"24285","ENSG00000267110","",NA
"24286","ENSG00000267117","",NA
"24287","ENSG00000267192","",NA
"24288","ENSG00000267216","",NA
"24289","ENSG00000267224","",NA
"24290","ENSG00000267421","",101928982
"24291","ENSG00000267429","",NA
"24292","ENSG00000267454","ZNF582-AS1",386758
"24293","ENSG00000267459","",NA
"24294","ENSG00000267507","",NA
"24295","ENSG00000267522","LINC01864",101928886
"24296","ENSG00000267523","",NA
"24297","ENSG00000267549","",NA
"24298","ENSG00000267577","",NA
"24299","ENSG00000267606","",NA
"24300","ENSG00000267649","",NA
"24301","ENSG00000267706","",NA
"24302","ENSG00000267710","EDDM13",100506374
"24303","ENSG00000267781","SLC25A36P1",NA
"24304","ENSG00000267808","",NA
"24305","ENSG00000267809","NDUFV2P1",NA
"24306","ENSG00000267827","",NA
"24307","ENSG00000267858","MZF1-AS1",100131691
"24308","ENSG00000267871","",105372476
"24309","ENSG00000267905","",NA
"24310","ENSG00000267908","ZSCAN5DP",NA
"24311","ENSG00000267927","",NA
"24312","ENSG00000267943","",NA
"24313","ENSG00000267984","",NA
"24314","ENSG00000268015","",NA
"24315","ENSG00000268036","",NA
"24316","ENSG00000268049","",NA
"24317","ENSG00000268067","OR5AH1P",NA
"24318","ENSG00000268095","ZNF649-AS1",101928571
"24319","ENSG00000268107","",NA
"24320","ENSG00000268133","",NA
"24321","ENSG00000268144","NIFKP6",NA
"24322","ENSG00000268163","",NA
"24323","ENSG00000268182","SMIM17",147670
"24324","ENSG00000268201","",NA
"24325","ENSG00000268205","",NA
"24326","ENSG00000268225","",NA
"24327","ENSG00000268230","",NA
"24328","ENSG00000268266","",NA
"24329","ENSG00000268267","SIGLEC29P",NA
"24330","ENSG00000268282","",NA
"24331","ENSG00000268293","",NA
"24332","ENSG00000268307","LINC02560",110806301
"24333","ENSG00000268316","",NA
"24334","ENSG00000268318","LINC01872",NA
"24335","ENSG00000268352","",NA
"24336","ENSG00000268379","",NA
"24337","ENSG00000268392","",NA
"24338","ENSG00000268458","",NA
"24339","ENSG00000268483","RPL7AP69",NA
"24340","ENSG00000268500","",NA
"24341","ENSG00000268516","",105372482
"24342","ENSG00000268520","",NA
"24343","ENSG00000268533","",NA
"24344","ENSG00000268543","",NA
"24345","ENSG00000268568","",NA
"24346","ENSG00000268593","",NA
"24347","ENSG00000268654","MIMT1",100073347
"24348","ENSG00000268660","LETM1P2",NA
"24349","ENSG00000268678","",NA
"24350","ENSG00000268713","",NA
"24351","ENSG00000268729","",NA
"24352","ENSG00000268750","",NA
"24353","ENSG00000268777","",NA
"24354","ENSG00000268784","",NA
"24355","ENSG00000268839","",NA
"24356","ENSG00000268842","",NA
"24357","ENSG00000268847","SIGLEC31P",NA
"24358","ENSG00000268864","",284379
"24359","ENSG00000268866","",NA
"24360","ENSG00000268886","",NA
"24361","ENSG00000268889","",NA
"24362","ENSG00000268895","A1BG-AS1",503538
"24363","ENSG00000268912","",NA
"24364","ENSG00000268957","SIGLEC26P",NA
"24365","ENSG00000268964","ERVV-2",100271846
"24366","ENSG00000268970","",NA
"24367","ENSG00000269001","",NA
"24368","ENSG00000269021","",NA
"24369","ENSG00000269026","",NA
"24370","ENSG00000269032","",NA
"24371","ENSG00000269054","",105372483
"24372","ENSG00000269082","",NA
"24373","ENSG00000269097","TPRG1LP1",NA
"24374","ENSG00000269102","",NA
"24375","ENSG00000269106","",NA
"24376","ENSG00000269118","FAM90A28P",NA
"24377","ENSG00000269130","SIGLEC28P",NA
"24378","ENSG00000269181","",NA
"24379","ENSG00000269235","ZNF350-AS1",101669766
"24380","ENSG00000269236","",NA
"24381","ENSG00000269275","",NA
"24382","ENSG00000269288","",NA
"24383","ENSG00000269304","FKBP1AP1",NA
"24384","ENSG00000269343","ZNF587B",100293516
"24385","ENSG00000269349","",NA
"24386","ENSG00000269388","",NA
"24387","ENSG00000269403","",NA
"24388","ENSG00000269473","",NA
"24389","ENSG00000269476","",NA
"24390","ENSG00000269526","ERVV-1",147664
"24391","ENSG00000269533","",NA
"24392","ENSG00000269535","",NA
"24393","ENSG00000269564","",NA
"24394","ENSG00000269580","SIGLEC27P",NA
"24395","ENSG00000269608","",NA
"24396","ENSG00000269646","",NA
"24397","ENSG00000269696","",NA
"24398","ENSG00000269699","ZIM2",23619
"24399","ENSG00000269758","",NA
"24400","ENSG00000269776","DPPA5P1",NA
"24401","ENSG00000269786","",NA
"24402","ENSG00000269793","ZIM2-AS1",101929059
"24403","ENSG00000269794","",NA
"24404","ENSG00000269825","",NA
"24405","ENSG00000269834","ZNF528-AS1",NA
"24406","ENSG00000269842","",NA
"24407","ENSG00000269855","RNF225",646862
"24408","ENSG00000269859","",NA
"24409","ENSG00000269867","",NA
"24410","ENSG00000269877","",NA
"24411","ENSG00000269959","SPACA6P-AS",102238594
"24412","ENSG00000270248","",NA
"24413","ENSG00000270293","",NA
"24414","ENSG00000270347","",NA
"24415","ENSG00000270804","",NA
"24416","ENSG00000270837","HNRNPDLP4",NA
"24417","ENSG00000273901","",NA
"24418","ENSG00000274219","",NA
"24419","ENSG00000274892","",NA
"24420","ENSG00000275055","",NA
"24421","ENSG00000276449","",NA
"24422","ENSG00000276488","",NA
"24423","ENSG00000276570","",NA
"24424","ENSG00000276578","",NA
"24425","ENSG00000276831","",NA
"24426","ENSG00000277562","",NA
"24427","ENSG00000277997","",NA
"24428","ENSG00000278129","ZNF8",7554
"24429","ENSG00000278543","",NA
"24430","ENSG00000279063","",NA
"24431","ENSG00000279405","",NA
"24432","ENSG00000279541","",NA
"24433","ENSG00000279611","",NA
"24434","ENSG00000279794","",NA
"24435","ENSG00000283088","",NA
"24436","ENSG00000283103","",NA
"24437","ENSG00000283236","",NA
"24438","ENSG00000283285","",NA
"24439","ENSG00000283330","MIR518D",574489
"24440","ENSG00000283455","MIR523",574471
"24441","ENSG00000283490","MIR518C",574477
"24442","ENSG00000283515","",NA
"24443","ENSG00000283540","MIR520F",574464
"24444","ENSG00000283567","C19orf85",NA
"24445","ENSG00000283766","",NA
"24446","ENSG00000284452","",NA
"24447","ENSG00000284583","MIR935",100126325
"24448","ENSG00000284600","",NA
"24449","ENSG00000284729","",NA
"24450","ENSG00000003509","NDUFAF7",55471
"24451","ENSG00000008869","HEATR5B",54497
"24452","ENSG00000013016","EHD3",30845
"24453","ENSG00000018699","TTC27",55622
"24454","ENSG00000021574","SPAST",6683
"24455","ENSG00000049323","LTBP1",4052
"24456","ENSG00000055332","EIF2AK2",5610
"24457","ENSG00000055917","PUM2",23369
"24458","ENSG00000068697","LAPTM4A",9741
"24459","ENSG00000071575","TRIB2",28951
"24460","ENSG00000075426","FOSL2",2355
"24461","ENSG00000079785","DDX1",1653
"24462","ENSG00000084674","APOB",338
"24463","ENSG00000084676","NCOA1",8648
"24464","ENSG00000084693","AGBL5",60509
"24465","ENSG00000084710","EFR3B",22979
"24466","ENSG00000084731","KIF3C",3797
"24467","ENSG00000084733","RAB10",10890
"24468","ENSG00000084734","GCKR",2646
"24469","ENSG00000084754","HADHA",3030
"24470","ENSG00000084764","MAPRE3",22924
"24471","ENSG00000084774","CAD",790
"24472","ENSG00000091106","NLRC4",58484
"24473","ENSG00000115128","SF3B6",51639
"24474","ENSG00000115129","TP53I3",9540
"24475","ENSG00000115137","DNAJC27",51277
"24476","ENSG00000115138","POMC",5443
"24477","ENSG00000115155","OTOF",9381
"24478","ENSG00000115163","CENPA",1058
"24479","ENSG00000115194","SLC30A3",7781
"24480","ENSG00000115204","MPV17",4358
"24481","ENSG00000115207","GTF3C2",2976
"24482","ENSG00000115211","EIF2B4",8890
"24483","ENSG00000115216","NRBP1",29959
"24484","ENSG00000115226","FNDC4",64838
"24485","ENSG00000115234","SNX17",9784
"24486","ENSG00000115241","PPM1G",5496
"24487","ENSG00000115295","CLIP4",79745
"24488","ENSG00000115738","ID2",3398
"24489","ENSG00000115750","TAF1B",9014
"24490","ENSG00000115756","HPCAL1",3241
"24491","ENSG00000115758","ODC1",4953
"24492","ENSG00000115760","BIRC6",57448
"24493","ENSG00000115761","NOL10",79954
"24494","ENSG00000115808","STRN",6801
"24495","ENSG00000115816","CEBPZ",10153
"24496","ENSG00000115825","PRKD3",23683
"24497","ENSG00000115828","QPCT",25797
"24498","ENSG00000115841","RMDN2",151393
"24499","ENSG00000115875","SRSF7",6432
"24500","ENSG00000115884","SDC1",6382
"24501","ENSG00000115904","SOS1",6654
"24502","ENSG00000118960","HS1BP3",64342
"24503","ENSG00000118961","LDAH",60526
"24504","ENSG00000118965","WDR35",57539
"24505","ENSG00000119185","ITGB1BP1",9270
"24506","ENSG00000119203","CPSF3",51692
"24507","ENSG00000119760","SUPT7L",9913
"24508","ENSG00000119771","KLHL29",114818
"24509","ENSG00000119772","DNMT3A",1788
"24510","ENSG00000119777","TMEM214",54867
"24511","ENSG00000119778","ATAD2B",54454
"24512","ENSG00000119782","FKBP1B",2281
"24513","ENSG00000119787","ATL2",64225
"24514","ENSG00000119801","YPEL5",51646
"24515","ENSG00000119812","FAM98A",25940
"24516","ENSG00000119820","YIPF4",84272
"24517","ENSG00000132031","MATN3",4148
"24518","ENSG00000134308","YWHAQ",10971
"24519","ENSG00000134313","KIDINS220",57498
"24520","ENSG00000134317","GRHL1",29841
"24521","ENSG00000134318","ROCK2",9475
"24522","ENSG00000134321","RSAD2",91543
"24523","ENSG00000134323","MYCN",4613
"24524","ENSG00000134324","LPIN1",23175
"24525","ENSG00000134326","CMPK2",129607
"24526","ENSG00000134330","IAH1",285148
"24527","ENSG00000138002","IFT172",26160
"24528","ENSG00000138018","SELENOI",85465
"24529","ENSG00000138028","CGREF1",10669
"24530","ENSG00000138029","HADHB",3032
"24531","ENSG00000138030","KHK",3795
"24532","ENSG00000138031","ADCY3",109
"24533","ENSG00000138061","CYP1B1",1545
"24534","ENSG00000138068","SULT6B1",391365
"24535","ENSG00000138073","PREB",10113
"24536","ENSG00000138074","SLC5A6",8884
"24537","ENSG00000138080","EMILIN1",11117
"24538","ENSG00000138085","ATRAID",51374
"24539","ENSG00000138092","CENPO",79172
"24540","ENSG00000138100","TRIM54",57159
"24541","ENSG00000138101","DTNB",1838
"24542","ENSG00000143797","MBOAT2",129642
