"","ensembl_gene_id","hgnc_symbol","entrezgene"
"3078","ENSG00000143149","ALDH9A1",223
"3079","ENSG00000143153","ATP1B1",481
"3080","ENSG00000143155","TIPRL",261726
"3081","ENSG00000143156","NME7",29922
"3082","ENSG00000143157","POGK",57645
"3083","ENSG00000143158","MPC2",25874
"3084","ENSG00000143162","CREG1",8804
"3085","ENSG00000143164","DCAF6",55827
"3086","ENSG00000143167","GPA33",10223
"3087","ENSG00000143171","RXRG",6258
"3088","ENSG00000143178","TBX19",9095
"3089","ENSG00000143179","UCK2",7371
"3090","ENSG00000143183","TMCO1",54499
"3091","ENSG00000143184","XCL1",6375
"3092","ENSG00000143185","XCL2",6846
"3093","ENSG00000143190","POU2F1",5451
"3094","ENSG00000143194","MAEL",84944
"3095","ENSG00000143195","ILDR2",387597
"3096","ENSG00000143196","DPT",1805
"3097","ENSG00000143198","MGST3",4259
"3098","ENSG00000143199","ADCY10",55811
"3099","ENSG00000143207","RFWD2",64326
"3100","ENSG00000143222","UFC1",51506
"3101","ENSG00000143224","PPOX",5498
"3102","ENSG00000143226","FCGR2A",2212
"3103","ENSG00000143226","FCGR2A",9103
"3104","ENSG00000143228","NUF2",83540
"3105","ENSG00000143248","RGS5",8490
"3106","ENSG00000143252","SDHC",6391
"3107","ENSG00000143257","NR1I3",9970
"3108","ENSG00000143258","USP21",27005
"3109","ENSG00000143322","ABL2",27
"3110","ENSG00000143324","XPR1",9213
"3111","ENSG00000143333","RGS16",6004
"3112","ENSG00000143337","TOR1AIP1",26092
"3113","ENSG00000143340","FAM163A",148753
"3114","ENSG00000143341","HMCN1",83872
"3115","ENSG00000143344","RGL1",23179
"3116","ENSG00000150681","RGS18",64407
"3117","ENSG00000152061","RABGAP1L",9910
"3118","ENSG00000152092","ASTN1",460
"3119","ENSG00000152332","UHMK1",127933
"3120","ENSG00000152382","TADA1",117143
"3121","ENSG00000153029","MR1",3140
"3122","ENSG00000157060","SHCBP1L",81626
"3123","ENSG00000157064","NMNAT2",23057
"3124","ENSG00000157181","C1orf27",54953
"3125","ENSG00000158850","B4GALT3",8703
"3126","ENSG00000158859","ADAMTS4",9507
"3127","ENSG00000158864","NDUFS2",4720
"3128","ENSG00000158869","FCER1G",2207
"3129","ENSG00000158874","APOA2",336
"3130","ENSG00000158882","TOMM40L",84134
"3131","ENSG00000158887","MPZ",4359
"3132","ENSG00000162670","BRINP3",339479
"3133","ENSG00000162704","ARPC5",10092
"3134","ENSG00000162733","DDR2",4921
"3135","ENSG00000162745","OLFML2B",25903
"3136","ENSG00000162746","FCRLB",127943
"3137","ENSG00000162747","FCGR3B",2215
"3138","ENSG00000162753","SLC9C2",284525
"3139","ENSG00000162761","LMX1A",4009
"3140","ENSG00000162763","LRRC52",440699
"3141","ENSG00000162779","AXDND1",126859
"3142","ENSG00000162782","TDRD5",163589
"3143","ENSG00000162783","IER5",51278
"3144","ENSG00000169905","TOR1AIP2",163590
"3145","ENSG00000171722","SPATA46",284680
"3146","ENSG00000171806","METTL18",92342
"3147","ENSG00000173110","HSPA6",3310
"3148","ENSG00000173627","APOBEC4",403314
"3149","ENSG00000174175","SELP",6403
"3150","ENSG00000176855","KRT18P28",NA
"3151","ENSG00000179452","LINC01699",100287948
"3152","ENSG00000179930","ZNF648",127665
"3153","ENSG00000180999","C1orf105",92346
"3154","ENSG00000181101","SDCCAG3P2",NA
"3155","ENSG00000183831","ANKRD45",339416
"3156","ENSG00000185278","ZBTB37",84614
"3157","ENSG00000185630","PBX1",5087
"3158","ENSG00000185860","CCDC190",339512
"3159","ENSG00000186283","TOR3A",64222
"3160","ENSG00000188404","SELL",6402
"3161","ENSG00000188585","CLEC20A",NA
"3162","ENSG00000188859","FAM78B",149297
"3163","ENSG00000188931","CFAP126",257177
"3164","ENSG00000197959","DNM3",26052
"3165","ENSG00000197965","MPZL1",9019
"3166","ENSG00000198216","CACNA1E",777
"3167","ENSG00000198574","SH2D1B",117157
"3168","ENSG00000198734","F5",2153
"3169","ENSG00000198756","COLGALT2",23127
"3170","ENSG00000198771","RCSD1",92241
"3171","ENSG00000198797","BRINP2",57795
"3172","ENSG00000198821","CD247",919
"3173","ENSG00000198842","DUSP27",92235
"3174","ENSG00000198860","TSEN15",116461
"3175","ENSG00000198929","NOS1AP",9722
"3176","ENSG00000200674","RN7SKP160",NA
"3177","ENSG00000200755","RNA5SP68",NA
"3178","ENSG00000201347","RNA5SP69",NA
"3179","ENSG00000201987","",NA
"3180","ENSG00000203307","",NA
"3181","ENSG00000203601","LINC00970",101978719
"3182","ENSG00000203729","LINC00272",388719
"3183","ENSG00000203730","TEDDM1",127670
"3184","ENSG00000203737","GPR52",9293
"3185","ENSG00000203739","",101928673
"3186","ENSG00000203740","METTL11B",149281
"3187","ENSG00000203747","FCGR3A",2214
"3188","ENSG00000206692","",NA
"3189","ENSG00000207082","RNU6-171P",NA
"3190","ENSG00000207472","RNU6-41P",NA
"3191","ENSG00000207974","MIR557",693142
"3192","ENSG00000212538","",NA
"3193","ENSG00000213051","RPL5P5",NA
"3194","ENSG00000213057","C1orf220",400798
"3195","ENSG00000213058","",NA
"3196","ENSG00000213060","",NA
"3197","ENSG00000213062","",NA
"3198","ENSG00000213063","RPL29P7",NA
"3199","ENSG00000213064","SFT2D2",375035
"3200","ENSG00000213068","",NA
"3201","ENSG00000213070","HMGB3P6",NA
"3202","ENSG00000213075","RPL31P11",641311
"3203","ENSG00000214262","ANKRD36BP1",84832
"3204","ENSG00000215833","QRSL1P1",NA
"3205","ENSG00000215834","FMO9P",116123
"3206","ENSG00000215835","",NA
"3207","ENSG00000215838","",440700
"3208","ENSG00000215840","",NA
"3209","ENSG00000221390","MIR1295A",100302178
"3210","ENSG00000221545","MIR1255B2",100313835
"3211","ENSG00000222397","RN7SKP229",NA
"3212","ENSG00000223075","RN7SKP126",NA
"3213","ENSG00000223344","",NA
"3214","ENSG00000223525","RABGAP1L-IT1",NA
"3215","ENSG00000223794","COX5BP8",NA
"3216","ENSG00000223828","BANF1P4",NA
"3217","ENSG00000223847","",NA
"3218","ENSG00000224000","",NA
"3219","ENSG00000224040","HMGN1P4",NA
"3220","ENSG00000224203","RPS23P10",NA
"3221","ENSG00000224228","",NA
"3222","ENSG00000224278","",NA
"3223","ENSG00000224286","LINC01142",NA
"3224","ENSG00000224358","",NA
"3225","ENSG00000224468","LAMC1-AS1",110841583
"3226","ENSG00000224600","",NA
"3227","ENSG00000224620","MEF2AP1",NA
"3228","ENSG00000224687","RASAL2-AS1",100302401
"3229","ENSG00000224691","",NA
"3230","ENSG00000224702","",NA
"3231","ENSG00000224718","LINC01657",101928751
"3232","ENSG00000224810","",NA
"3233","ENSG00000224837","GCSHP5",NA
"3234","ENSG00000224896","SIGLEC30P",NA
"3235","ENSG00000224968","LINC01645",NA
"3236","ENSG00000224977","",105371620
"3237","ENSG00000224985","",NA
"3238","ENSG00000225006","",NA
"3239","ENSG00000225122","",NA
"3240","ENSG00000225171","DUTP6",NA
"3241","ENSG00000225217","HSPA7",NA
"3242","ENSG00000225243","",NA
"3243","ENSG00000225272","",NA
"3244","ENSG00000225325","",NA
"3245","ENSG00000225359","",NA
"3246","ENSG00000225462","FDPSP1",NA
"3247","ENSG00000225487","",NA
"3248","ENSG00000225545","",NA
"3249","ENSG00000225704","",NA
"3250","ENSG00000225711","",NA
"3251","ENSG00000225713","RPL30P1",NA
"3252","ENSG00000225719","NMNAT1P2",NA
"3253","ENSG00000225755","",NA
"3254","ENSG00000225811","",NA
"3255","ENSG00000225826","LINC00626",79100
"3256","ENSG00000225857","",NA
"3257","ENSG00000225904","MORF4L1P7",NA
"3258","ENSG00000225982","",NA
"3259","ENSG00000226196","GAPDHP75",NA
"3260","ENSG00000226292","",NA
"3261","ENSG00000226375","",NA
"3262","ENSG00000226486","LINC01035",NA
"3263","ENSG00000226552","",NA
"3264","ENSG00000226570","",NA
"3265","ENSG00000226723","",NA
"3266","ENSG00000226814","",NA
"3267","ENSG00000226889","",NA
"3268","ENSG00000226967","HAUS4P1",NA
"3269","ENSG00000227094","",NA
"3270","ENSG00000227141","",NA
"3271","ENSG00000227181","LINC01688",105371644
"3272","ENSG00000227243","SLAMF6P1",NA
"3273","ENSG00000227373","",102724601
"3274","ENSG00000227554","",NA
"3275","ENSG00000227579","",NA
"3276","ENSG00000227667","",NA
"3277","ENSG00000227722","",NA
"3278","ENSG00000227740","",NA
"3279","ENSG00000227776","AKR1D1P1",NA
"3280","ENSG00000227777","",NA
"3281","ENSG00000227815","",NA
"3282","ENSG00000227907","",NA
"3283","ENSG00000227941","UQCRBP2",NA
"3284","ENSG00000228020","HNRNPA1P46",NA
"3285","ENSG00000228191","",NA
"3286","ENSG00000228196","PTPN2P1",NA
"3287","ENSG00000228215","",NA
"3288","ENSG00000228238","",NA
"3289","ENSG00000228289","",NA
"3290","ENSG00000228309","LINC01350",101929093
"3291","ENSG00000228664","",NA
"3292","ENSG00000228686","",NA
"3293","ENSG00000228687","",NA
"3294","ENSG00000228697","",NA
"3295","ENSG00000228918","LINC01344",400799
"3296","ENSG00000229407","",NA
"3297","ENSG00000229531","",101928696
"3298","ENSG00000229588","",NA
"3299","ENSG00000229739","",102724919
"3300","ENSG00000229757","",NA
"3301","ENSG00000229785","SLC25A38P1",NA
"3302","ENSG00000229808","",NA
"3303","ENSG00000230124","ACBD6",84320
"3304","ENSG00000230124","ACBD6",100527964
"3305","ENSG00000230175","",NA
"3306","ENSG00000230231","FMO7P",NA
"3307","ENSG00000230364","RPL4P3",NA
"3308","ENSG00000230426","ERVMER61-1",NA
"3309","ENSG00000230470","",NA
"3310","ENSG00000230547","HMGB1P11",NA
"3311","ENSG00000230630","DNM3OS",100628315
"3312","ENSG00000230659","",NA
"3313","ENSG00000230687","",NA
"3314","ENSG00000230704","",NA
"3315","ENSG00000230739","",NA
"3316","ENSG00000230748","",NA
"3317","ENSG00000230777","RPS29P5",NA
"3318","ENSG00000230849","GOT2P2",NA
"3319","ENSG00000230898","",NA
"3320","ENSG00000230987","",NA
"3321","ENSG00000231022","RPS3AP9",NA
"3322","ENSG00000231029","",NA
"3323","ENSG00000231084","",NA
"3324","ENSG00000231175","LINC01720",440704
"3325","ENSG00000231378","NDUFAF4P4",NA
"3326","ENSG00000231407","",NA
"3327","ENSG00000231424","",NA
"3328","ENSG00000231586","RPS23P9",NA
"3329","ENSG00000231599","LINC01037",106144535
"3330","ENSG00000231605","LINC01363",NA
"3331","ENSG00000231615","",NA
"3332","ENSG00000231684","EIF1P3",NA
"3333","ENSG00000231767","",NA
"3334","ENSG00000231791","",NA
"3335","ENSG00000231905","SETP10",NA
"3336","ENSG00000231966","",NA
"3337","ENSG00000232036","",NA
"3338","ENSG00000232096","YPEL5P1",NA
"3339","ENSG00000232113","TEX50",NA
"3340","ENSG00000232148","FMO11P",NA
"3341","ENSG00000232194","",NA
"3342","ENSG00000232212","LINC01701",107985456
"3343","ENSG00000232223","CNN2P10",NA
"3344","ENSG00000232261","",NA
"3345","ENSG00000232309","",NA
"3346","ENSG00000232341","RPL4P2",NA
"3347","ENSG00000232463","",NA
"3348","ENSG00000232498","",NA
"3349","ENSG00000232586","KIAA1614-AS1",103344928
"3350","ENSG00000232750","",NA
"3351","ENSG00000232751","",NA
"3352","ENSG00000232792","FTH1P25",NA
"3353","ENSG00000232860","SMG7-AS1",NA
"3354","ENSG00000232892","",101928404
"3355","ENSG00000232959","",NA
"3356","ENSG00000232995","",8490
"3357","ENSG00000233196","",NA
"3358","ENSG00000233328","PFN1P1",NA
"3359","ENSG00000233411","",NA
"3360","ENSG00000233537","TEDDM2P",NA
"3361","ENSG00000233562","",NA
"3362","ENSG00000233583","",NA
"3363","ENSG00000233693","",100505795
"3364","ENSG00000233882","LINC01680",NA
"3365","ENSG00000233946","RPS29P4",NA
"3366","ENSG00000233985","LINC01681",NA
"3367","ENSG00000234041","",NA
"3368","ENSG00000234142","LINC01675",105371590
"3369","ENSG00000234211","",NA
"3370","ENSG00000234473","ZNF101P2",NA
"3371","ENSG00000234741","GAS5",60674
"3372","ENSG00000234871","LINC01032",NA
"3373","ENSG00000234984","FMO10P",NA
"3374","ENSG00000235060","VDAC1P4",NA
"3375","ENSG00000235145","RPSAP16",NA
"3376","ENSG00000235303","",NA
"3377","ENSG00000235575","",NA
"3378","ENSG00000235628","TNR-IT1",NA
"3379","ENSG00000235736","",NA
"3380","ENSG00000235750","KIAA0040",9674
"3381","ENSG00000235869","",NA
"3382","ENSG00000236021","",NA
"3383","ENSG00000236025","",NA
"3384","ENSG00000236030","LINC01036",104169671
"3385","ENSG00000236069","",NA
"3386","ENSG00000236206","",NA
"3387","ENSG00000236364","",NA
"3388","ENSG00000236401","SLC4A1APP2",NA
"3389","ENSG00000236484","RRM2P2",NA
"3390","ENSG00000236535","RC3H1-IT1",NA
"3391","ENSG00000236539","HNRNPA1P54",NA
"3392","ENSG00000236719","OVAAL",148756
"3393","ENSG00000236720","LINC01741",101928778
"3394","ENSG00000236741","",NA
"3395","ENSG00000236792","",NA
"3396","ENSG00000237049","RPL34P1",NA
"3397","ENSG00000237131","",NA
"3398","ENSG00000237249","",NA
"3399","ENSG00000237283","",NA
"3400","ENSG00000237292","LINC01732",101928973
"3401","ENSG00000237317","",NA
"3402","ENSG00000237457","LINC01351",NA
"3403","ENSG00000237463","",400794
"3404","ENSG00000237514","PTP4A1P7",NA
"3405","ENSG00000237707","",101928596
"3406","ENSG00000237783","",NA
"3407","ENSG00000238022","",NA
"3408","ENSG00000238051","ISCUP1",NA
"3409","ENSG00000238054","",NA
"3410","ENSG00000238061","",NA
"3411","ENSG00000238087","FMO8P",NA
"3412","ENSG00000238270","",NA
"3413","ENSG00000238272","",NA
"3414","ENSG00000239428","GM2AP2",NA
"3415","ENSG00000239494","RN7SL333P",NA
"3416","ENSG00000239887","C1orf226",400793
"3417","ENSG00000240021","TEX35",84066
"3418","ENSG00000241347","RN7SL466P",NA
"3419","ENSG00000241505","",NA
"3420","ENSG00000241666","",NA
"3421","ENSG00000242193","",730102
"3422","ENSG00000243051","RN7SL269P",NA
"3423","ENSG00000243062","",148753
"3424","ENSG00000243155","",NA
"3425","ENSG00000243173","RN7SL861P",NA
"3426","ENSG00000244568","RN7SL654P",NA
"3427","ENSG00000244682","FCGR2C",NA
"3428","ENSG00000248485","PCP4L1",654790
"3429","ENSG00000250762","",NA
"3430","ENSG00000251520","",NA
"3431","ENSG00000251875","RNU5F-2P",NA
"3432","ENSG00000252231","RNA5SP67",NA
"3433","ENSG00000252553","RNA5SP73",NA
"3434","ENSG00000252906","SCARNA3",677679
"3435","ENSG00000253148","RGS21",431704
"3436","ENSG00000254154","",NA
"3437","ENSG00000254706","",NA
"3438","ENSG00000259788","",NA
"3439","ENSG00000260360","",NA
"3440","ENSG00000260976","LINC01633",101929069
"3441","ENSG00000260990","",NA
"3442","ENSG00000261024","",100288079
"3443","ENSG00000261060","",NA
"3444","ENSG00000261182","",NA
"3445","ENSG00000261250","",NA
"3446","ENSG00000261504","LINC01686",284648
"3447","ENSG00000261642","",NA
"3448","ENSG00000261729","",NA
"3449","ENSG00000261817","",NA
"3450","ENSG00000261831","",NA
"3451","ENSG00000262180","OCLM",10896
"3452","ENSG00000264809","",NA
"3453","ENSG00000264916","RN7SL230P",NA
"3454","ENSG00000268062","TOP1P1",NA
"3455","ENSG00000269887","",NA
"3456","ENSG00000270443","",NA
"3457","ENSG00000270575","",NA
"3458","ENSG00000270711","",NA
"3459","ENSG00000270994","",NA
"3460","ENSG00000271187","",NA
"3461","ENSG00000271269","",NA
"3462","ENSG00000271387","",NA
"3463","ENSG00000271527","",NA
"3464","ENSG00000271811","",NA
"3465","ENSG00000271917","",NA
"3466","ENSG00000272033","",NA
"3467","ENSG00000272205","",NA
"3468","ENSG00000272574","",NA
"3469","ENSG00000272827","",NA
"3470","ENSG00000272880","",NA
"3471","ENSG00000272906","",NA
"3472","ENSG00000273004","",NA
"3473","ENSG00000273062","",NA
"3474","ENSG00000273112","",NA
"3475","ENSG00000273129","PACERR",103752588
"3476","ENSG00000273160","",NA
"3477","ENSG00000273198","",NA
"3478","ENSG00000273365","",NA
"3479","ENSG00000273384","",NA
"3480","ENSG00000273573","",NA
"3481","ENSG00000274702","",NA
"3482","ENSG00000276359","",NA
"3483","ENSG00000276563","",NA
"3484","ENSG00000276839","",NA
"3485","ENSG00000279061","",NA
"3486","ENSG00000279401","",NA
"3487","ENSG00000279838","",NA
"3488","ENSG00000283152","MIR3120",100422882
"3489","ENSG00000283255","",NA
"3490","ENSG00000283317","",NA
"3491","ENSG00000283360","",NA
"3492","ENSG00000283598","MIR1295B",100847009
"3493","ENSG00000283683","MYOCOS",NA
"3494","ENSG00000283696","",NA
"3495","ENSG00000283844","MIR214",406996
"3496","ENSG00000000971","CFH",3075
"3497","ENSG00000008118","CAMK1G",57172
"3498","ENSG00000009790","TRAF3IP3",80342
"3499","ENSG00000023572","GLRX2",51022
"3500","ENSG00000042781","USH2A",7399
"3501","ENSG00000054392","HHAT",55733
"3502","ENSG00000058668","ATP2B4",493
"3503","ENSG00000058673","ZC3H11A",9877
"3504","ENSG00000065600","TMEM206",55248
"3505","ENSG00000066027","PPP2R5A",5525
"3506","ENSG00000066279","ASPM",259266
"3507","ENSG00000067533","RRP15",51018
"3508","ENSG00000067704","IARS2",55699
"3509","ENSG00000069275","NUCKS1",64710
"3510","ENSG00000076356","PLXNA2",5362
"3511","ENSG00000077152","UBE2T",29089
"3512","ENSG00000077157","PPP1R12B",4660
"3513","ENSG00000080910","CFHR2",3080
"3514","ENSG00000081237","PTPRC",5788
"3515","ENSG00000081248","CACNA1S",779
"3516","ENSG00000081277","PKP1",5317
"3517","ENSG00000082482","KCNK2",3776
"3518","ENSG00000082497","SERTAD4",56256
"3519","ENSG00000082512","TRAF5",7188
"3520","ENSG00000092969","TGFB2",7042
"3521","ENSG00000092978","GPATCH2",55105
"3522","ENSG00000116141","MARK1",4139
"3523","ENSG00000116747","TROVE2",6738
"3524","ENSG00000116785","CFHR3",10878
"3525","ENSG00000116833","NR5A2",2494
"3526","ENSG00000116852","KIF21B",23046
"3527","ENSG00000116857","TMEM9",252839
"3528","ENSG00000117139","KDM5B",10765
"3529","ENSG00000117153","KLHL12",59349
"3530","ENSG00000117222","RBBP5",5929
"3531","ENSG00000117266","CDK18",5129
"3532","ENSG00000117280","RAB29",8934
"3533","ENSG00000117322","CR2",1380
"3534","ENSG00000117335","CD46",4179
"3535","ENSG00000117594","HSD11B1",3290
"3536","ENSG00000117595","IRF6",3664
"3537","ENSG00000117597","DIEXF",27042
"3538","ENSG00000117625","RCOR3",55758
"3539","ENSG00000117650","NEK2",4751
"3540","ENSG00000117691","NENF",29937
"3541","ENSG00000117697","NSL1",25936
"3542","ENSG00000117707","PROX1",5629
"3543","ENSG00000117724","CENPF",1063
"3544","ENSG00000117791","MARC2",54996
"3545","ENSG00000118193","KIF14",9928
"3546","ENSG00000118194","TNNT2",7139
"3547","ENSG00000118197","DDX59",83479
"3548","ENSG00000118200","CAMSAP2",23271
"3549","ENSG00000118873","RAB3GAP2",25782
"3550","ENSG00000122176","FMOD",2331
"3551","ENSG00000122180","MYOG",4656
"3552","ENSG00000122188","LAX1",54900
"3553","ENSG00000123684","LPGAT1",9926
"3554","ENSG00000123685","BATF3",55509
"3555","ENSG00000123689","G0S2",50486
"3556","ENSG00000123836","PFKFB2",5208
"3557","ENSG00000123838","C4BPA",722
"3558","ENSG00000123843","C4BPB",725
"3559","ENSG00000133048","CHI3L1",1116
"3560","ENSG00000133055","MYBPH",4608
"3561","ENSG00000133056","PIK3C2B",5287
"3562","ENSG00000133059","DSTYK",25778
"3563","ENSG00000133063","CHIT1",1118
"3564","ENSG00000133065","SLC41A1",254428
"3565","ENSG00000133067","LGR6",59352
"3566","ENSG00000133069","TMCC2",9911
"3567","ENSG00000134365","CFHR4",10877
"3568","ENSG00000134369","NAV1",89796
"3569","ENSG00000134371","CDC73",79577
"3570","ENSG00000134375","TIMM17A",10440
"3571","ENSG00000134376","CRB1",23418
"3572","ENSG00000134389","CFHR5",81494
"3573","ENSG00000136628","EPRS",2058
"3574","ENSG00000136630","HLX",3142
"3575","ENSG00000136634","IL10",3586
"3576","ENSG00000136636","KCTD3",51133
"3577","ENSG00000136643","RPS6KC1",26750
"3578","ENSG00000142224","IL19",29949
"3579","ENSG00000143278","F13B",2165
"3580","ENSG00000143353","LYPLAL1",127018
"3581","ENSG00000143355","LHX9",56956
"3582","ENSG00000143469","SYT14",255928
"3583","ENSG00000143473","KCNH1",3756
"3584","ENSG00000143476","DTL",51514
"3585","ENSG00000143479","DYRK3",8444
"3586","ENSG00000143486","EIF2D",1939
"3587","ENSG00000143493","INTS7",25896
"3588","ENSG00000143494","VASH2",79805
"3589","ENSG00000143498","TAF1A",9015
"3590","ENSG00000143499","SMYD2",56950
"3591","ENSG00000143502","SUSD4",55061
"3592","ENSG00000143507","DUSP10",11221
"3593","ENSG00000143512","HHIPL2",79802
"3594","ENSG00000143514","TP53BP2",7159
"3595","ENSG00000143748","NVL",4931
"3596","ENSG00000143753","DEGS1",8560
"3597","ENSG00000143756","FBXO28",23219
"3598","ENSG00000143771","CNIH4",29097
"3599","ENSG00000143786","CNIH3",149111
"3600","ENSG00000143839","REN",5972
"3601","ENSG00000143842","SOX13",9580
"3602","ENSG00000143845","ETNK2",55224
"3603","ENSG00000143847","PPFIA4",8497
"3604","ENSG00000143850","PLEKHA6",22874
"3605","ENSG00000143851","PTPN7",5778
"3606","ENSG00000143858","SYT2",127833
"3607","ENSG00000143862","ARL8A",127829
"3608","ENSG00000151414","NEK7",140609
"3609","ENSG00000152104","PTPN14",5784
"3610","ENSG00000153363","LINC00467",NA
"3611","ENSG00000154305","MIA3",375056
"3612","ENSG00000154309","DISP1",84976
"3613","ENSG00000158615","PPP1R15B",84919
"3614","ENSG00000158711","ELK4",2005
"3615","ENSG00000158715","SLC45A3",85414
"3616","ENSG00000159166","LAD1",3898
"3617","ENSG00000159173","TNNI1",7135
"3618","ENSG00000159176","CSRP1",1465
"3619","ENSG00000159346","ADIPOR1",51094
"3620","ENSG00000159348","CYB5R1",51706
"3621","ENSG00000159388","BTG2",7832
"3622","ENSG00000162630","B3GALT2",8707
"3623","ENSG00000162687","KCNT2",343450
"3624","ENSG00000162702","ZNF281",23528
"3625","ENSG00000162757","C1orf74",148304
"3626","ENSG00000162769","FLVCR1",28982
"3627","ENSG00000162771","FAM71A",149647
"3628","ENSG00000162772","ATF3",467
"3629","ENSG00000162813","BPNT1",10380
"3630","ENSG00000162814","SPATA17",128153
"3631","ENSG00000162817","C1orf115",79762
"3632","ENSG00000162819","BROX",148362
"3633","ENSG00000162873","KLHDC8A",55220
"3634","ENSG00000162877","PM20D1",148811
"3635","ENSG00000162888","C1orf147",NA
"3636","ENSG00000162889","MAPKAPK2",9261
"3637","ENSG00000162891","IL20",50604
"3638","ENSG00000162892","IL24",11009
"3639","ENSG00000162894","FCMR",9214
"3640","ENSG00000162896","PIGR",5284
"3641","ENSG00000162897","FCAMR",83953
"3642","ENSG00000162909","CAPN2",824
"3643","ENSG00000162923","WDR26",80232
"3644","ENSG00000163362","INAVA",55765
"3645","ENSG00000163395","IGFN1",91156
"3646","ENSG00000163431","LMOD1",25802
"3647","ENSG00000163435","ELF3",1999
"3648","ENSG00000163444","TMEM183A",92703
"3649","ENSG00000163444","TMEM183A",653659
"3650","ENSG00000163485","ADORA1",134
"3651","ENSG00000163531","NFASC",23114
"3652","ENSG00000163545","NUAK2",81788
"3653","ENSG00000170075","GPR37L1",NA
"3654","ENSG00000170128","GPR25",2848
"3655","ENSG00000170382","LRRN2",10446
"3656","ENSG00000170385","SLC30A1",7779
"3657","ENSG00000170498","KISS1",3814
"3658","ENSG00000174059","CD34",947
"3659","ENSG00000174307","PHLDA3",23612
"3660","ENSG00000174502","SLC26A9",115019
"3661","ENSG00000174514","MFSD4A",148808
"3662","ENSG00000174529","TMEM81",388730
"3663","ENSG00000174567","GOLT1A",127845
"3664","ENSG00000174606","ANGEL2",90806
"3665","ENSG00000176393","RNPEP",6051
"3666","ENSG00000176754","LINC00303",NA
"3667","ENSG00000177888","ZBTB41",360023
"3668","ENSG00000178395","CCDC185",164127
"3669","ENSG00000180667","YOD1",55432
"3670","ENSG00000182004","SNRPE",6635
"3671","ENSG00000182795","C1orf116",79098
"3672","ENSG00000183155","RABIF",5877
"3673","ENSG00000184144","CNTN2",6900
"3674","ENSG00000184774","MGAT4EP",641515
"3675","ENSG00000185221","GAPDHP24",NA
"3676","ENSG00000185495","",NA
"3677","ENSG00000185523","SPATA45",149643
"3678","ENSG00000186007","LEMD1",93273
"3679","ENSG00000186063","AIDA",64853
"3680","ENSG00000186205","MARC1",64757
"3681","ENSG00000187554","TLR5",7100
"3682","ENSG00000188460","ACTBP11",NA
"3683","ENSG00000188770","OPTC",26254
"3684","ENSG00000188783","PRELP",5549
"3685","ENSG00000196188","CTSE",1510
"3686","ENSG00000196352","CD55",1604
"3687","ENSG00000196482","ESRRG",2104
"3688","ENSG00000196550","FAM72A",554282
"3689","ENSG00000196550","FAM72A",728833
"3690","ENSG00000196550","FAM72A",729533
"3691","ENSG00000196660","SLC30A10",55532
"3692","ENSG00000196878","LAMB3",3914
"3693","ENSG00000197520","FAM177B",400823
"3694","ENSG00000197721","CR1L",1379
"3695","ENSG00000198049","AVPR1B",553
"3696","ENSG00000198468","FLVCR1-AS1",642946
"3697","ENSG00000198570","RD3",343035
"3698","ENSG00000198625","MDM4",4194
"3699","ENSG00000198700","IPO9",55705
"3700","ENSG00000198892","SHISA4",149345
"3701","ENSG00000200408","RNA5SP74",NA
"3702","ENSG00000201032","RNU6-704P",NA
"3703","ENSG00000201493","RNU1-141P",NA
"3704","ENSG00000201898","",NA
"3705","ENSG00000203697","CAPN8",388743
"3706","ENSG00000203705","TATDN3",128387
"3707","ENSG00000203706","SERTAD4-AS1",NA
"3708","ENSG00000203709","C1orf132",NA
"3709","ENSG00000203710","CR1",1378
"3710","ENSG00000203721","LINC00862",554279
"3711","ENSG00000203724","C1orf53",388722
"3712","ENSG00000212512","",NA
"3713","ENSG00000213033","AURKAPS1",NA
"3714","ENSG00000213036","",NA
"3715","ENSG00000213041","",NA
"3716","ENSG00000213045","",NA
"3717","ENSG00000213046","EEF1A1P32",NA
"3718","ENSG00000213047","DENND1B",163486
"3719","ENSG00000214796","",NA
"3720","ENSG00000215817","ZC3H11B",441155
"3721","ENSG00000215817","ZC3H11B",643136
"3722","ENSG00000215819","KRT18P12",NA
"3723","ENSG00000218283","MORF4L1P1",NA
"3724","ENSG00000219133","",NA
"3725","ENSG00000221571","RNU6ATAC35P",NA
"3726","ENSG00000221643","SNORA77",677843
"3727","ENSG00000221680","MIR1278",100302163
"3728","ENSG00000221879","MRPS21P3",NA
"3729","ENSG00000223375","",NA
"3730","ENSG00000223396","RPS10P7",NA
"3731","ENSG00000223505","",NA
"3732","ENSG00000223649","",NA
"3733","ENSG00000223774","",NA
"3734","ENSG00000223842","",NA
"3735","ENSG00000223869","",NA
"3736","ENSG00000224114","",NA
"3737","ENSG00000224260","",NA
"3738","ENSG00000224462","C4BPAP1",NA
"3739","ENSG00000224535","",NA
"3740","ENSG00000224536","",NA
"3741","ENSG00000224540","",NA
"3742","ENSG00000224584","UBE2V1P13",NA
"3743","ENSG00000224668","IPO8P1",NA
"3744","ENSG00000224671","",NA
"3745","ENSG00000224717","",284577
"3746","ENSG00000224763","FDPSP8",NA
"3747","ENSG00000224818","",NA
"3748","ENSG00000224901","",NA
"3749","ENSG00000225063","",NA
"3750","ENSG00000225172","",NA
"3751","ENSG00000225233","",NA
